|Sachin: A Hundred Hundreds Now|http://img6.flixcart.com/image/book/9/9/9/sachin-a-hundred-hundreds-now-275x275-imad8c77h2rfvefh.jpeg|V. Krishnaswamy, Rahul Dravid, Ramakant Achrekar#Books%Biographies and Autobiographies%Sports#9350299992#9789350299999#Paperback#2012#Harper Sports#N.A.#English|9350299992|9789350299999|
|Reverse Innovation: Create Far From Home, Win Everywhere|http://img8.flixcart.com/image/book/6/4/0/reverse-innovation-create-far-from-home-win-everywhere-275x275-imad7zrqg8fbjgpa.jpeg|Vijay Govindarajan, Chris Trimble, Indra K. Nooyi#Books%Business%Investing and Management%Business%Economics%Economic Conditions#1422157644#9781422157640#Hardcover#2012#Harvard Business Press Books#N.A.#English|1422157644|9781422157640|
|Em and The Big Hoom|http://img7.flixcart.com/image/book/0/2/7/em-and-the-big-hoom-275x275-imad8ejpbhuuakeh.jpeg|Jerry Pinto#Books%Literature and Fiction%Others%Historical#8192328023#9788192328027#Hardcover#2012#Aleph Book Company#N.A.#English|8192328023|9788192328027|
|Between Clay And Dust|http://img8.flixcart.com/image/book/0/1/0/between-clay-and-dust-275x275-imad8h7azgeqksyd.jpeg|Musharraf Ali Farooqi#Books%Literature and Fiction%Literary Collections%Literary#8192328015#9788192328010#Hardcover#2012#Aleph Book Company#N.A.#English|8192328015|9788192328010|
|Erwin Schrodinger and the Quantum Revolution|http://img8.flixcart.com/img/656/9780593068656.jpg|John Gribbin#Books%Biographies and Autobiographies%Science and Technology#0593068653#9780593068656#Paperback#2012#Bantam Press#N.A.#English|0593068653|9780593068656|
|Chicken Soup for the Indian Soul: Celebrating Brothers & Sisters|http://img7.flixcart.com/image/book/1/2/2/chicken-soup-for-the-indian-soul-celebrating-brothers-sisters-275x275-imad8d7fh2htvsqb.jpeg|Jack Canfield, Mark Victor Hansen, Baisali Chatterjee Dutt#Books%Self-Help%Motivational and Inspirational#938162612X#9789381626122#Paperback#2012#Westland#N.A.#English|938162612X|9789381626122|
|You Are Unique|http://img5.flixcart.com//image/book/1/8/9/you-are-unique-275x275-imad7r5ecdtuumyr.jpeg|A. P. J. Abdul Kalam#Books%Self-Help%Personal Growth%Success#8189534181#9788189534189#Paperback#2012#Punya Publishing Private Limited#N.A.#English|8189534181|9788189534189|
|Love Happens only Once...rest is just life|http://img7.flixcart.com/image/book/1/8/3/love-happens-only-once-rest-is-just-life-275x275-imad86zegmw2tz5e.jpeg|Rochak Bhatnagar#Books%Children and Teens%Young Adult(13+)%Love and Romance#9380914180#9789380914183#Paperback#2012#General Press#N.A.#English|9380914180|9789380914183|
|Master Stroke: 100 Centuries of Sachin Tendulkar|http://img8.flixcart.com/image/book/8/4/3/master-stroke-100-centuries-of-sachin-tendulkar-275x275-imad7vkh8yxvtbey.jpeg|Neelima Athalye#Books%Sports and Games%Cricket%Sachin tendulkar#9380571843#9789380571843#Paperback#2011#Sakal Papers#1stEdition#English|9380571843|9789380571843|
|The Sins of the Father|http://img6.flixcart.com//image/book/2/2/5/the-sins-of-the-father-275x275-imad6qcyxgntdpfu.jpeg|Jeffrey Archer#Books%Literature and Fiction%Literary Collections%Literary#1447209222#9781447209225#Paperback#2012#Pan Macmillan#N.A.#English|1447209222|9781447209225|
|To the Cloud: Cloud Powering an Enterprise|http://img6.flixcart.com/img/527/9781259005527.jpg|Pankaj Arora#Books%Business%Investing and Management%Management%Information Management#1259005526#9781259005527#Hardcover#2012#Tata Mcgraw Hill Education Pvt Ltd#1stEdition#English|1259005526|9781259005527|
|Mother Maiden Mistress: Women In Hindi Cinema, 1950-2010|http://img5.flixcart.com/image/book/5/9/9/mother-maiden-mistress-women-in-hindi-cinema-1950-2010-275x275-imad87ryrcc2j8fn.jpeg|Bhawana Somaaya, Jigna Kothari, Supriya Madangarli#Books%Biographies and Autobiographies%Women#8172238592#9788172238599#Paperback#2012#HarperCollins#N.A.#English|8172238592|9788172238599|
|Chittagong Summer of 1930 (Part - 1)|http://img6.flixcart.com/image/book/1/2/9/chittagong-summer-of-1930-part-1-275x275-imad87qygey9r8hv.jpeg|Manoshi Bhattacharya#Books%Biographies and Autobiographies%History and Politics%Historical#9350292122#9789350292129#Paperback#2012#HarperCollins#N.A.#English|9350292122|9789350292129|
|The Householder|http://img8.flixcart.com/image/book/2/9/7/the-householder-275x275-imad87r6zanbcy7a.jpeg|Amitabha Bagchi#Books%Literature and Fiction%Others%Family Life#9350292297#9789350292297#Hardcover#2012#Fourth Estate#N.A.#English|9350292297|9789350292297|
|The Terrorist|http://img7.flixcart.com/image/book/2/7/5/the-terrorist-275x275-imad7xjfzkzgqsyz.jpeg|Juggi Bhasin#Books%Literature and Fiction%Others%War and Military#0143415271#9780143415275#Paperback#2012#Metro Reads#N.A.#English|0143415271|9780143415275|
|The Last Good Man|http://img6.flixcart.com/image/book/7/9/7/the-last-good-man-275x275-imad8z8kgke5xuhe.jpeg|A. J. Kazinski#Books%Literature and Fiction%Others%War and Military#085720579X#9780857205797#Paperback#2012#Simon And Schuster India#N.A.#English|085720579X|9780857205797|
|The Calling: A John Luther Novel|http://img6.flixcart.com/image/book/3/9/7/the-calling-a-john-luther-novel-275x275-imad8zjhxtjascqd.jpeg|Neil Cross#Books%Literature and Fiction%Crime#0857203398#9780857203397#Paperback#2012#Simon And Schuster India#N.A.#English|0857203398|9780857203397|
|I’ll Do It My Way: The Incredible Journey of Aamir Khan|http://img7.flixcart.com/img/227/9789380069227.jpg|Christina Daniels#Books%Biographies and Autobiographies%Entertainment and Performing Arts#9380069227#9789380069227#Hardcover#2012#Om Books International#N.A.#English|9380069227|9789380069227|
|Tamarind City: Where Modern India Began|http://img6.flixcart.com/image/book/3/3/7/tamarind-city-where-modern-india-began-275x275-imad8d73zy79psgr.jpeg|Bishwanath Ghosh#Books%Travel%Essays and Travelogues#9381626332#9789381626337#Paperback#2012#Tranquebar#N.A.#English|9381626332|9789381626337|
|Ten Days|http://img5.flixcart.com/image/book/1/6/9/ten-days-275x275-imad86ze2gygxsxa.jpeg|Azharuddin#Books%Literature and Fiction%Romance%Contemporary#9380914169#9789380914169#Paperback#2012#General Press#N.A.#English|9380914169|9789380914169|
|Global Justice: Critical Perspectives|http://img6.flixcart.com/image/book/0/5/2/global-justice-critical-perspectives-275x275-imad88pa6bt23z6u.jpeg|Sebastiano Maffettone, Aakash Singh Rathore#Books%Academic and Professional%Political Science%Colonialism and Post-Colonialism#0415535050#9780415535052#Hardcover#2012#Routledge India#1stEdition#English|0415535050|9780415535052|
|A Life In Words|http://img8.flixcart.com/image/book/1/8/4/a-life-in-words-275x275-imad8gx3wezbrjw8.jpeg|Ismat Chughtai, M. Asaduddin#Books%Biographies and Autobiographies%Women#0670086185#9780670086184#Hardcover#2012#Penguin#N.A.#English|0670086185|9780670086184|
