|Trust Me,Rajashree|http://img8.flixcart.com/img/835/9788129109835.jpg|Raja Shree#N.A.#8129109832#9788129109835#Paperback#2006#Rupa & Co.#01#English|8129109832|9788129109835|
|Asa Mi Asami. 27th Edition|http://img7.flixcart.com//image/book/6/3/3/asa-mi-asami-27th-edition-275x275-imad78feu2pkhavz.jpeg|Purushottam Laxman Deshpande#Books%Humor%General#8174868631#9788174868633#N.A.#N.A.#Mouj Prakashan#N.A.#Marathi|8174868631|9788174868633|
|The Sunset Club|http://img7.flixcart.com/img/798/9780143417798.jpg|Khushwant Singh#Books%Literature and Fiction%Literary Collections%Literary#0143417797#9780143417798#Paperback#2011#Penguin-ravi Dayal#N.A.#English|0143417797|9780143417798|
|Oliver Twist|http://img6.flixcart.com/img/291/9780140623291.jpg|Charles Dickens#Books%Literature and Fiction%Literary Collections%General#0140623299#9780140623291#Paperback#2008#Penguin Uk#N.A.#English|0140623299|9780140623291|
|The Glass Palace|http://img8.flixcart.com/img/468/9780007427468.jpg|Amitav Ghosh#Books%Literature and Fiction%Others%Family Life#0007427468#9780007427468#Paperback#2011#HarperCollins Publishers#N.A.#English|0007427468|9780007427468|
|The Last Song|http://img6.flixcart.com/img/404/9780751544404.jpg|Nicholas Sparks#Books%Literature and Fiction%Romance#075154440X#9780751544404#Paperback#2010#LITTLE, BROWN BOOK GROUP#Film tie-in ed#English|075154440X|9780751544404|
|The Great Indian Novel|http://img7.flixcart.com/img/493/9780140120493.jpg|Shashi Tharoor#Books%Literature and Fiction%Literary Collections%General#0140120491#9780140120493#Paperback#2000#Penguin#1stEdition#English|0140120491|9780140120493|
|Rage Of Angels|http://img8.flixcart.com/img/782/9788172234782.jpg|Sidney Sheldon#Books%Literature and Fiction%General#8172234783#9788172234782#Paperback#2002#Harper Collins Publishers Ind Ltd.#1stEdition#English|8172234783|9788172234782|
|If God Went to B-School ...Would love follow him there?|http://img6.flixcart.com/img/176/9789380349176.jpg|Anand, Mani Ganesh#N.A.#9380349176#9789380349176#Paperback#2010#Shrishti Publishers & Distributors.#N.A.#English|9380349176|9789380349176|
|If Tomorrow Comes|http://img7.flixcart.com/img/881/9788172234881.jpg|Sidney Sheldon#Books%Literature and Fiction%General#8172234880#9788172234881#Paperback#2005#HarperCollins UK Original#(Reissue)#English|8172234880|9788172234881|
|To Get Her: Best friends are forever...|http://img5.flixcart.com/img/152/9789380914152.jpg|Ishita Bhown#Books%Literature and Fiction%Contemporary Women#9380914152#9789380914152#Paperback#2012#General Press#N.A.#English|9380914152|9789380914152|
|Bombay Rains, Bombay Girls|http://img8.flixcart.com/img/830/9788172236830.jpg|Anirban Bose#Books%Literature and Fiction%Urban Life#8172236832#9788172236830#paperback#2008#Harper Collins Publishers#1stEdition#English|8172236832|9788172236830|
|The Sense of an Ending|http://img5.flixcart.com/image/book/1/5/3/the-sense-of-an-ending-275x275-imad988urg9bsudf.jpeg|Julian Barnes#Books%Literature and Fiction%Literary Collections%Literary#0224094157#9780224094153#Hardcover#2011#Jonathan Cape#N.A.#English|0224094157|9780224094153|
|Ladies Coupe|http://img6.flixcart.com/img/959/9780141005959.jpg|Anita Nair#Books%Literature and Fiction%General#0141005955#9780141005959#Paperback#2001#Penguin#01#English|0141005955|9780141005959|
|To Sir With Love|http://img7.flixcart.com/img/049/9780099498049.jpg|E. R. Braithwaite#Books%Biographies and Autobiographies%Educators#0099498049#9780099498049#Paperback#2006#Vermilion#01#English|0099498049|9780099498049|
|Animal Farm|http://img6.flixcart.com/img/754/9788187138754.jpg|George Orwell#Books%Literature and Fiction%Literary Collections%General#8187138750#9788187138754#Paperback#2011#Adarsh Books#N.A.#English|8187138750|9788187138754|
|Keep Off The Grass|http://img6.flixcart.com/img/561/9788172237561.jpg|Karan Bajaj#N.A.#8172237561#9788172237561#Paperback#2008#Harper Collins Publishers#1stEdition#English|8172237561|9788172237561|
|To Whom It May Concern|http://img6.flixcart.com/img/787/9788188575787.jpg|Shariq Iqbal#N.A.#818857578X#9788188575787#Paperback#N.A.#Srishti Publishers & Distributors#N.A.#English|818857578X|9788188575787|
|It's All About Love...: Matters not Whom you Fall in Love With !|http://img6.flixcart.com/img/183/9789380349183.jpg|Tanveer Singh#N.A.#9380349183#9789380349183#Paperback#N.A.#Shrishti Publishers & Distributors.#N.A.#English|9380349183|9789380349183|
|Narcopolis|http://img5.flixcart.com/img/071/9780571283071.jpg|Jeet Thayil#Books%Literature and Fiction%Cultural Heritage#0571283071#9780571283071#Hardcover#2011#Faber & Faber#N.A.#English|0571283071|9780571283071|
|Tell Me Your Dreams|http://img5.flixcart.com/img/904/9788172234904.jpg|Sidney Sheldon#Books%Literature and Fiction%Suspense and Thriller#8172234902#9788172234904#Paperback#1998#Harpercollins Publishers#1stEdition#English|8172234902|9788172234904|
|Poor Indian Graduate Students|http://img6.flixcart.com/img/973/9788190591973.jpg|Anish Sadanandan#Books%Literature and Fiction%Others%Humorous#8190591975#9788190591973#Paperback#2011#Shree Book Centre#N.A.#English|8190591975|9788190591973|
|No Deadline For Love|http://img8.flixcart.com/img/527/9780143415527.jpg|Manasi Vaidya#Books%Literature and Fiction%General#0143415522#9780143415527#Paperback#2011#Penguin Books India Pvt. Ltd#N.A.#English|0143415522|9780143415527|
|The Host|http://img7.flixcart.com/img/642/9780751540642.jpg|Stephenie Meyer#Books%Literature and Fiction%General#0751540641#9780751540642#Paperback#2010#Stephenie Meyer#Reprint#English|0751540641|9780751540642|
|The Shadow Lines|http://img7.flixcart.com/img/569/9780143066569.jpg|Amitav Ghosh#Books%Award Winning%Sahitya Akademi%English#0143066560#9780143066569#Paperback#2009#Penguin#1stEdition#English|0143066560|9780143066569|
|Heartbreaks & Dreams! The Girls @ IIT|http://img8.flixcart.com/img/084/9789380349084.jpg|Parul A. Mittal#Books%Literature and Fiction#9380349084#9789380349084#Paperback#2010#Shrishti Publishers & Distributors.#N.A.#English|9380349084|9789380349084|
|Just Like In The Movies.|http://img8.flixcart.com/img/190/9789380349190.jpg|Rahul Saini#Books%Literature and Fiction%Romance%Contemporary#9380349190#9789380349190#Paperback#2010#Shrishti Publishers & Distributors.#N.A.#English|9380349190|9789380349190|
|The Lucky One|http://img6.flixcart.com/img/318/9780751542318.jpg|Nicholas Sparks#Books%Literature and Fiction%Romance#0751542318#9780751542318#Paperback#2009#Hachette Group#1ST#English|0751542318|9780751542318|
|The Notebook|http://img6.flixcart.com/img/475/9780751540475.jpg|Nicholas Sparks#Books%Literature and Fiction%Romance#0751540471#9780751540475#Paperback#2007#LITTLE, BROWN BOOK GROUP#Reprint#English|0751540471|9780751540475|
|Delhi Gaadhakal|http://img7.flixcart.com/img/285/9788126433285.jpg|Mukundan M#Books%Literature and Fiction#8126433280#9788126433285#Paperback#2011#Dc Books#1stEdition#Malayalam|8126433280|9788126433285|
|The Equation of My Love & Its Parameters|http://img6.flixcart.com/img/039/9789380349039.jpg|Vikram Rana#N.A.#9380349039#9789380349039#Paperback#N.A.#Srishti Publishers & Distributors#N.A.#English|9380349039|9789380349039|
|Mahashwetha|http://img5.flixcart.com/img/295/9780143103295.jpg|Sudha Murthy#Books%Literature and Fiction#0143103296#9780143103295#Paperback#2007#Penguin#01#English|0143103296|9780143103295|
|Imperfect Mr. Right|http://img8.flixcart.com/image/book/6/2/9/imperfect-mr-right-275x275-imad8dbbc75jbspa.jpeg|Shakti Salgaokar#Books%Literature and Fiction%Urban Life#8179916626#9788179916629#Paperback#2012#Popular Prakashan Pvt Ltd#N.A.#English|8179916626|9788179916629|
|The Quest for Nothing|http://img6.flixcart.com/img/206/9789380349206.jpg|Anurag Anand#N.A.#9380349206#9789380349206#Paperback#2010#Srishti Publication#N.A.#English|9380349206|9789380349206|
|The Gods of Atlantis|http://img5.flixcart.com/img/151/9780755358151.jpg|David Gibbins#Books%Literature and Fiction%Crime#0755358155#9780755358151#Paperback#2011#Headline#N.A.#English|0755358155|9780755358151|
|Nineteen Eighty-Four|http://img7.flixcart.com/img/302/9780143416302.jpg|George Orwell#Books%Literature and Fiction%Literary Collections%General#0143416308#9780143416302#Paperback#2011#Penguin#N.A.#English|0143416308|9780143416302|
|Life Unplugged|http://img6.flixcart.com/img/959/9788190591959.jpg|Bhavya Sharma#Books%Literature and Fiction%Others%Humorous#8190591959#9788190591959#Paperback#2011#Shree Book Centre#N.A.#English|8190591959|9788190591959|
|AS Long As I Love You...I Will let you hurt me|http://img8.flixcart.com/img/442/9789380349442.jpg|Mahajan Nikhil#Books%Literature and Fiction%Romance#9380349442#9789380349442#Paperback#2011#Srishti Publishers & Distributors#N.A.#English|9380349442|9789380349442|
